CustomerKey,LastPurchaseDate,Days,Months
24684,7/1/2013 0:00,211,6
23316,7/29/2013 0:00,183,6
16824,7/31/2013 0:00,181,6
20070,7/22/2013 0:00,190,6
27209,7/30/2013 0:00,182,6
22234,7/12/2013 0:00,200,6
11932,7/25/2013 0:00,187,6
16154,7/11/2013 0:00,201,6
20399,7/21/2013 0:00,191,6
20153,7/30/2013 0:00,182,6
17236,7/27/2013 0:00,185,6
22128,7/25/2013 0:00,187,6
25228,7/30/2013 0:00,182,6
26018,7/6/2013 0:00,206,6
20608,7/27/2013 0:00,185,6
18942,7/15/2013 0:00,197,6
14743,7/6/2013 0:00,206,6
14428,7/13/2013 0:00,199,6
29327,7/9/2013 0:00,203,6
18673,7/10/2013 0:00,202,6
22941,7/4/2013 0:00,208,6
11434,7/15/2013 0:00,197,6
21421,7/22/2013 0:00,190,6
25689,7/10/2013 0:00,202,6
25420,7/20/2013 0:00,192,6
22672,7/1/2013 0:00,211,6
27501,7/11/2013 0:00,201,6
15928,7/23/2013 0:00,189,6
26058,7/15/2013 0:00,197,6
24129,7/29/2013 0:00,183,6
20107,7/24/2013 0:00,188,6
20445,7/23/2013 0:00,189,6
12078,7/4/2013 0:00,208,6
12118,7/28/2013 0:00,184,6
15098,7/25/2013 0:00,187,6
15945,7/31/2013 0:00,181,6
28059,7/23/2013 0:00,189,6
28992,7/19/2013 0:00,193,6
17677,7/31/2013 0:00,181,6
11248,7/14/2013 0:00,198,6
19738,7/31/2013 0:00,181,6
13827,7/17/2013 0:00,195,6
11766,7/10/2013 0:00,202,6
20256,7/17/2013 0:00,195,6
20611,7/28/2013 0:00,184,6
22775,7/3/2013 0:00,209,6
12198,7/9/2013 0:00,203,6
11892,7/22/2013 0:00,190,6
13366,7/3/2013 0:00,209,6
15115,7/10/2013 0:00,202,6
28640,7/23/2013 0:00,189,6
23422,7/21/2013 0:00,191,6
28534,7/17/2013 0:00,195,6
18278,7/16/2013 0:00,196,6
22360,7/27/2013 0:00,185,6
23253,7/9/2013 0:00,203,6
17800,7/17/2013 0:00,195,6
24312,7/26/2013 0:00,186,6
14471,7/11/2013 0:00,201,6
12719,7/10/2013 0:00,202,6
14640,7/27/2013 0:00,185,6
12782,7/2/2013 0:00,210,6
22838,7/18/2013 0:00,194,6
23313,7/29/2013 0:00,183,6
28225,7/5/2013 0:00,207,6
20565,7/9/2013 0:00,203,6
21378,7/17/2013 0:00,195,6
12075,7/25/2013 0:00,187,6
23436,7/8/2013 0:00,204,6
12121,7/29/2013 0:00,183,6
24956,7/7/2013 0:00,205,6
14577,7/9/2013 0:00,203,6
16097,7/17/2013 0:00,195,6
25002,7/2/2013 0:00,210,6
18753,7/9/2013 0:00,203,6
27458,7/2/2013 0:00,210,6
16220,7/24/2013 0:00,188,6
26061,7/9/2013 0:00,203,6
28978,7/10/2013 0:00,202,6
12788,7/5/2013 0:00,207,6
17116,7/10/2013 0:00,202,6
26101,7/8/2013 0:00,204,6
17179,7/16/2013 0:00,196,6
24627,7/14/2013 0:00,198,6
26164,7/5/2013 0:00,207,6
21836,7/26/2013 0:00,186,6
15908,7/12/2013 0:00,200,6
23734,7/14/2013 0:00,198,6
22354,7/6/2013 0:00,206,6
20253,7/26/2013 0:00,186,6
29081,7/24/2013 0:00,188,6
19735,7/13/2013 0:00,199,6
22025,7/8/2013 0:00,204,6
25975,7/16/2013 0:00,196,6
29221,7/3/2013 0:00,209,6
26416,7/9/2013 0:00,203,6
11846,7/10/2013 0:00,202,6
19718,7/14/2013 0:00,198,6
19987,7/3/2013 0:00,209,6
15032,7/28/2013 0:00,184,6
11643,7/4/2013 0:00,208,6
11720,7/24/2013 0:00,188,6
22463,7/6/2013 0:00,206,6
14591,7/9/2013 0:00,203,6
28500,7/13/2013 0:00,199,6
28577,7/23/2013 0:00,189,6
29267,7/24/2013 0:00,188,6
25898,7/7/2013 0:00,205,6
15155,7/2/2013 0:00,210,6
16177,7/14/2013 0:00,198,6
12931,7/19/2013 0:00,193,6
27515,7/1/2013 0:00,211,6
14966,7/22/2013 0:00,190,6
20485,7/8/2013 0:00,204,6
26977,7/29/2013 0:00,183,6
26041,7/18/2013 0:00,194,6
29204,7/7/2013 0:00,205,6
15593,7/16/2013 0:00,196,6
20422,7/8/2013 0:00,204,6
14657,7/8/2013 0:00,204,6
22480,7/5/2013 0:00,207,6
12785,7/28/2013 0:00,184,6
14451,7/11/2013 0:00,201,6
11096,7/30/2013 0:00,182,6
22749,7/11/2013 0:00,201,6
23731,7/4/2013 0:00,208,6
24123,7/7/2013 0:00,205,6
26270,7/25/2013 0:00,187,6
19715,7/13/2013 0:00,199,6
26960,7/17/2013 0:00,195,6
26834,7/31/2013 0:00,181,6
14634,7/26/2013 0:00,186,6
28497,7/7/2013 0:00,205,6
17213,7/13/2013 0:00,199,6
11099,7/1/2013 0:00,211,6
16429,7/21/2013 0:00,191,6
23276,7/11/2013 0:00,201,6
13263,7/6/2013 0:00,206,6
24624,7/13/2013 0:00,199,6
25503,7/7/2013 0:00,205,6
12971,7/11/2013 0:00,201,6
21799,7/30/2013 0:00,182,6
13864,7/6/2013 0:00,206,6
20525,7/10/2013 0:00,202,6
18255,7/31/2013 0:00,181,6
22583,7/13/2013 0:00,199,6
24504,7/11/2013 0:00,201,6
13343,7/24/2013 0:00,188,6
14617,7/13/2013 0:00,199,6
25978,7/21/2013 0:00,191,6
26974,7/21/2013 0:00,191,6
24962,7/22/2013 0:00,190,6
12327,7/6/2013 0:00,206,6
16950,7/23/2013 0:00,189,6
28557,7/11/2013 0:00,201,6
14448,7/23/2013 0:00,189,6
15507,7/29/2013 0:00,183,6
21049,7/16/2013 0:00,196,6
12636,7/14/2013 0:00,198,6
29201,7/1/2013 0:00,211,6
21816,7/1/2013 0:00,211,6
12221,7/20/2013 0:00,192,6
24518,7/7/2013 0:00,205,6
15261,7/28/2013 0:00,184,6
28494,7/19/2013 0:00,193,6
17548,7/21/2013 0:00,191,6
18206,7/5/2013 0:00,207,6
17061,7/15/2013 0:00,197,6
22471,7/23/2013 0:00,189,6
16732,7/19/2013 0:00,193,6
15023,7/26/2013 0:00,186,6
11385,7/6/2013 0:00,206,6
22205,7/20/2013 0:00,192,6
27363,7/9/2013 0:00,203,6
24870,7/12/2013 0:00,200,6
14442,7/17/2013 0:00,195,6
14396,7/17/2013 0:00,195,6
21890,7/27/2013 0:00,185,6
15006,7/7/2013 0:00,205,6
21312,7/30/2013 0:00,182,6
13861,7/30/2013 0:00,182,6
18644,7/9/2013 0:00,203,6
11462,7/25/2013 0:00,187,6
20682,7/11/2013 0:00,201,6
19208,7/9/2013 0:00,203,6
21077,7/4/2013 0:00,208,6
13297,7/26/2013 0:00,186,6
23476,7/29/2013 0:00,183,6
24100,7/4/2013 0:00,208,6
26719,7/17/2013 0:00,195,6
11465,7/13/2013 0:00,199,6
17436,7/8/2013 0:00,204,6
20247,7/25/2013 0:00,187,6
15166,7/18/2013 0:00,194,6
16294,7/5/2013 0:00,207,6
23101,7/18/2013 0:00,194,6
13045,7/17/2013 0:00,195,6
12985,7/23/2013 0:00,189,6
11903,7/13/2013 0:00,199,6
26802,7/1/2013 0:00,211,6
24054,7/23/2013 0:00,189,6
26012,7/5/2013 0:00,207,6
26410,7/11/2013 0:00,201,6
13483,7/21/2013 0:00,191,6
12109,7/13/2013 0:00,199,6
15710,7/22/2013 0:00,190,6
14190,7/16/2013 0:00,196,6
22311,7/15/2013 0:00,197,6
11150,7/15/2013 0:00,197,6
21060,7/25/2013 0:00,187,6
25328,7/2/2013 0:00,210,6
17559,7/9/2013 0:00,203,6
23204,7/27/2013 0:00,185,6
16085,7/2/2013 0:00,210,6
25972,7/21/2013 0:00,191,6
28591,7/27/2013 0:00,185,6
19245,7/6/2013 0:00,206,6
12275,7/30/2013 0:00,182,6
21518,7/20/2013 0:00,192,6
21621,7/6/2013 0:00,206,6
11734,7/7/2013 0:00,205,6
25016,7/25/2013 0:00,187,6
12212,7/7/2013 0:00,205,6
17081,7/7/2013 0:00,205,6
20459,7/29/2013 0:00,183,6
25494,7/16/2013 0:00,196,6
20061,7/24/2013 0:00,188,6
12195,7/27/2013 0:00,185,6
26616,7/14/2013 0:00,198,6
16586,7/25/2013 0:00,187,6
25863,7/26/2013 0:00,186,6
26075,7/9/2013 0:00,203,6
16314,7/2/2013 0:00,210,6
14376,7/30/2013 0:00,182,6
24263,7/12/2013 0:00,200,6
27798,7/13/2013 0:00,199,6
15773,7/27/2013 0:00,185,6
23284,7/23/2013 0:00,189,6
12902,7/23/2013 0:00,189,6
14917,7/8/2013 0:00,204,6
18475,7/4/2013 0:00,208,6
22789,7/17/2013 0:00,195,6
18647,7/6/2013 0:00,206,6
15146,7/13/2013 0:00,199,6
12135,7/1/2013 0:00,211,6
22285,7/14/2013 0:00,198,6
27303,7/22/2013 0:00,190,6
24512,7/13/2013 0:00,199,6
24080,7/28/2013 0:00,184,6
17831,7/6/2013 0:00,206,6
22700,7/18/2013 0:00,194,6
20702,7/20/2013 0:00,192,6
14087,7/8/2013 0:00,204,6
29009,7/14/2013 0:00,198,6
23221,7/13/2013 0:00,199,6
16666,7/26/2013 0:00,186,6
24864,7/19/2013 0:00,193,6
14439,7/19/2013 0:00,193,6
14485,7/12/2013 0:00,200,6
17233,7/3/2013 0:00,209,6
17187,7/31/2013 0:00,181,6
23098,7/26/2013 0:00,186,6
11737,7/17/2013 0:00,195,6
11906,7/12/2013 0:00,200,6
25474,7/25/2013 0:00,187,6
29175,7/6/2013 0:00,206,6
12255,7/20/2013 0:00,192,6
17728,7/5/2013 0:00,207,6
20456,7/27/2013 0:00,185,6
22746,7/17/2013 0:00,195,6
15375,7/9/2013 0:00,203,6
14419,7/16/2013 0:00,196,6
17837,7/26/2013 0:00,186,6
19829,7/27/2013 0:00,185,6
26321,7/6/2013 0:00,206,6
28282,7/10/2013 0:00,202,6
19626,7/22/2013 0:00,190,6
17711,7/5/2013 0:00,207,6
11754,7/30/2013 0:00,182,6
13981,7/20/2013 0:00,192,6
26055,7/8/2013 0:00,204,6
16709,7/25/2013 0:00,187,6
23058,7/31/2013 0:00,181,6
20582,7/27/2013 0:00,185,6
20974,7/2/2013 0:00,210,6
27326,7/17/2013 0:00,195,6
19062,7/26/2013 0:00,186,6
12238,7/9/2013 0:00,203,6
12441,7/22/2013 0:00,190,6
25491,7/18/2013 0:00,194,6
28236,7/26/2013 0:00,186,6
17353,7/10/2013 0:00,202,6
22371,7/28/2013 0:00,184,6
23324,7/7/2013 0:00,205,6
23433,7/12/2013 0:00,200,6
23264,7/21/2013 0:00,191,6
15939,7/2/2013 0:00,210,6
22872,7/18/2013 0:00,194,6
14528,7/27/2013 0:00,185,6
19248,7/31/2013 0:00,181,6
22557,7/31/2013 0:00,181,6
11342,7/12/2013 0:00,200,6
26679,7/15/2013 0:00,197,6
12378,7/25/2013 0:00,187,6
15693,7/24/2013 0:00,188,6
16563,7/8/2013 0:00,204,6
28943,7/1/2013 0:00,211,6
23533,7/20/2013 0:00,192,6
23181,7/19/2013 0:00,193,6
12235,7/6/2013 0:00,206,6
26035,7/19/2013 0:00,193,6
23078,7/7/2013 0:00,205,6
26991,7/7/2013 0:00,205,6
22325,7/29/2013 0:00,183,6
20436,7/30/2013 0:00,182,6
14940,7/16/2013 0:00,196,6
19082,7/4/2013 0:00,208,6
26115,7/17/2013 0:00,195,6
12006,7/29/2013 0:00,183,6
25225,7/28/2013 0:00,184,6
17565,7/29/2013 0:00,183,6
19039,7/16/2013 0:00,196,6
11900,7/11/2013 0:00,201,6
16397,7/31/2013 0:00,181,6
29338,7/24/2013 0:00,188,6
14648,7/2/2013 0:00,210,6
17087,7/27/2013 0:00,185,6
24535,7/14/2013 0:00,198,6
26636,7/26/2013 0:00,186,6
14233,7/26/2013 0:00,186,6
25594,7/30/2013 0:00,182,6
28342,7/6/2013 0:00,206,6
19729,7/17/2013 0:00,195,6
26759,7/16/2013 0:00,196,6
21847,7/24/2013 0:00,188,6
11545,7/13/2013 0:00,199,6
20496,7/22/2013 0:00,190,6
27512,7/2/2013 0:00,210,6
21770,7/19/2013 0:00,193,6
27343,7/6/2013 0:00,206,6
21724,7/12/2013 0:00,200,6
14631,7/16/2013 0:00,196,6
14585,7/23/2013 0:00,189,6
11024,7/26/2013 0:00,186,6
15054,7/8/2013 0:00,204,6
14599,7/8/2013 0:00,204,6
12435,7/29/2013 0:00,183,6
21091,7/20/2013 0:00,192,6
15117,7/29/2013 0:00,183,6
14536,7/3/2013 0:00,209,6
20825,7/10/2013 0:00,202,6
20965,7/7/2013 0:00,205,6
14035,7/27/2013 0:00,185,6
21844,7/28/2013 0:00,184,6
22674,7/2/2013 0:00,210,6
28021,7/9/2013 0:00,203,6
27065,7/1/2013 0:00,211,6
23238,7/8/2013 0:00,204,6
12372,7/19/2013 0:00,193,6
27506,7/15/2013 0:00,197,6
13328,7/7/2013 0:00,205,6
24821,7/22/2013 0:00,190,6
25966,7/7/2013 0:00,205,6
11602,7/10/2013 0:00,202,6
13331,7/12/2013 0:00,200,6
28353,7/28/2013 0:00,184,6
22986,7/16/2013 0:00,196,6
18658,7/26/2013 0:00,186,6
12515,7/24/2013 0:00,188,6
28459,7/30/2013 0:00,182,6
13185,7/21/2013 0:00,191,6
23195,7/14/2013 0:00,198,6
20447,7/26/2013 0:00,186,6
14473,7/24/2013 0:00,188,6
20261,7/30/2013 0:00,182,6
14665,7/13/2013 0:00,199,6
20430,7/26/2013 0:00,186,6
17782,7/15/2013 0:00,197,6
25213,7/4/2013 0:00,208,6
24051,7/11/2013 0:00,201,6
21346,7/14/2013 0:00,198,6
19723,7/17/2013 0:00,195,6
23693,7/13/2013 0:00,199,6
20968,7/11/2013 0:00,201,6
29226,7/18/2013 0:00,194,6
11937,7/2/2013 0:00,210,6
25462,7/9/2013 0:00,203,6
21761,7/16/2013 0:00,196,6
25110,7/26/2013 0:00,186,6
15684,7/1/2013 0:00,211,6
24114,7/31/2013 0:00,181,6
21612,7/15/2013 0:00,197,6
11662,7/6/2013 0:00,206,6
14745,7/28/2013 0:00,184,6
14453,7/24/2013 0:00,188,6
20241,7/20/2013 0:00,192,6
22302,7/10/2013 0:00,202,6
25445,7/1/2013 0:00,211,6
21841,7/19/2013 0:00,193,6
20444,7/23/2013 0:00,189,6
20258,7/13/2013 0:00,199,6
18890,7/17/2013 0:00,195,6
14456,7/1/2013 0:00,211,6
24128,7/24/2013 0:00,188,6
11751,7/17/2013 0:00,195,6
25233,7/11/2013 0:00,201,6
15100,7/7/2013 0:00,205,6
12120,7/29/2013 0:00,183,6
22176,7/5/2013 0:00,207,6
19737,7/25/2013 0:00,187,6
16511,7/15/2013 0:00,197,6
12183,7/9/2013 0:00,203,6
26275,7/10/2013 0:00,202,6
22239,7/1/2013 0:00,211,6
13334,7/31/2013 0:00,181,6
23421,7/27/2013 0:00,185,6
29086,7/10/2013 0:00,202,6
23819,7/12/2013 0:00,200,6
17848,7/1/2013 0:00,211,6
26859,7/18/2013 0:00,194,6
24280,7/17/2013 0:00,195,6
18323,7/19/2013 0:00,193,6
14639,7/15/2013 0:00,197,6
21071,7/3/2013 0:00,209,6
28748,7/15/2013 0:00,197,6
28502,7/31/2013 0:00,181,6
14516,7/13/2013 0:00,199,6
20135,7/1/2013 0:00,211,6
11768,7/14/2013 0:00,198,6
14347,7/16/2013 0:00,196,6
21303,7/28/2013 0:00,184,6
20613,7/15/2013 0:00,197,6
23796,7/5/2013 0:00,207,6
11894,7/6/2013 0:00,206,6
14576,7/11/2013 0:00,201,6
28187,7/13/2013 0:00,199,6
18449,7/4/2013 0:00,208,6
13540,7/27/2013 0:00,185,6
28359,7/7/2013 0:00,205,6
27858,7/20/2013 0:00,192,6
13557,7/26/2013 0:00,186,6
21821,7/27/2013 0:00,185,6
27795,7/3/2013 0:00,209,6
20175,7/9/2013 0:00,203,6
13228,7/26/2013 0:00,186,6
11393,7/16/2013 0:00,196,6
14433,7/7/2013 0:00,205,6
20862,7/21/2013 0:00,191,6
27938,7/12/2013 0:00,200,6
14997,7/30/2013 0:00,182,6
12710,7/26/2013 0:00,186,6
14184,7/29/2013 0:00,183,6
24048,7/20/2013 0:00,192,6
14748,7/31/2013 0:00,181,6
18306,7/23/2013 0:00,189,6
25127,7/1/2013 0:00,211,6
11771,7/24/2013 0:00,188,6
26527,7/28/2013 0:00,184,6
18764,7/20/2013 0:00,192,6
13245,7/7/2013 0:00,205,6
25943,7/12/2013 0:00,200,6
28499,7/9/2013 0:00,203,6
11579,7/31/2013 0:00,181,6
27609,7/2/2013 0:00,210,6
26962,7/19/2013 0:00,193,6
22717,7/9/2013 0:00,203,6
13162,7/16/2013 0:00,196,6
29066,7/17/2013 0:00,195,6
22588,7/9/2013 0:00,203,6
22511,7/29/2013 0:00,183,6
15080,7/9/2013 0:00,203,6
18074,7/19/2013 0:00,193,6
28253,7/2/2013 0:00,210,6
26418,7/7/2013 0:00,205,6
28376,7/26/2013 0:00,186,6
17682,7/8/2013 0:00,204,6
17928,7/25/2013 0:00,187,6
21804,7/24/2013 0:00,188,6
27500,7/2/2013 0:00,210,6
17951,7/5/2013 0:00,207,6
20264,7/23/2013 0:00,189,6
25133,7/30/2013 0:00,182,6
18100,7/17/2013 0:00,195,6
26066,7/18/2013 0:00,194,6
24506,7/19/2013 0:00,193,6
28144,7/17/2013 0:00,195,6
13600,7/3/2013 0:00,209,6
14141,7/25/2013 0:00,187,6
25980,7/9/2013 0:00,203,6
29046,7/17/2013 0:00,195,6
12807,7/12/2013 0:00,200,6
27603,7/6/2013 0:00,206,6
11333,7/14/2013 0:00,198,6
16720,7/1/2013 0:00,211,6
22694,7/7/2013 0:00,205,6
14602,7/6/2013 0:00,206,6
17991,7/24/2013 0:00,188,6
25840,7/14/2013 0:00,198,6
28754,7/31/2013 0:00,181,6
20616,7/3/2013 0:00,209,6
17699,7/2/2013 0:00,210,6
24961,7/4/2013 0:00,208,6
18947,7/31/2013 0:00,181,6
27314,7/17/2013 0:00,195,6
15953,7/30/2013 0:00,182,6
23261,7/10/2013 0:00,202,6
14954,7/19/2013 0:00,193,6
14307,7/15/2013 0:00,197,6
20450,7/10/2013 0:00,202,6
27005,7/30/2013 0:00,182,6
20387,7/6/2013 0:00,206,6
20341,7/28/2013 0:00,184,6
17639,7/18/2013 0:00,194,6
19514,7/23/2013 0:00,189,6
23321,7/15/2013 0:00,197,6
22568,7/17/2013 0:00,195,6
12252,7/25/2013 0:00,187,6
24503,7/30/2013 0:00,182,6
11960,7/28/2013 0:00,184,6
17533,7/27/2013 0:00,185,6
22983,7/21/2013 0:00,191,6
14370,7/25/2013 0:00,187,6
26956,7/5/2013 0:00,207,6
20527,7/22/2013 0:00,190,6
20401,7/23/2013 0:00,189,6
11181,7/11/2013 0:00,201,6
28493,7/30/2013 0:00,182,6
28994,7/27/2013 0:00,185,6
16010,7/29/2013 0:00,183,6
17547,7/13/2013 0:00,199,6
23475,7/9/2013 0:00,203,6
26893,7/24/2013 0:00,188,6
11573,7/27/2013 0:00,185,6
27866,7/6/2013 0:00,206,6
22582,7/13/2013 0:00,199,6
19273,7/29/2013 0:00,183,6
23538,7/17/2013 0:00,195,6
12154,7/23/2013 0:00,189,6
23269,7/27/2013 0:00,185,6
14613,7/7/2013 0:00,205,6
23226,7/15/2013 0:00,197,6
22144,7/13/2013 0:00,199,6
12386,7/5/2013 0:00,207,6
27491,7/12/2013 0:00,200,6
12057,7/7/2013 0:00,205,6
19694,7/27/2013 0:00,185,6
11762,7/6/2013 0:00,206,6
23100,7/12/2013 0:00,200,6
18314,7/3/2013 0:00,209,6
17235,7/19/2013 0:00,193,6
20544,7/6/2013 0:00,206,6
11244,7/19/2013 0:00,193,6
21543,7/28/2013 0:00,184,6
18380,7/5/2013 0:00,207,6
24477,7/5/2013 0:00,207,6
26143,7/4/2013 0:00,208,6
12861,7/7/2013 0:00,205,6
17530,7/23/2013 0:00,189,6
24683,7/6/2013 0:00,206,6
28490,7/7/2013 0:00,205,6
25436,7/23/2013 0:00,189,6
22688,7/25/2013 0:00,187,6
14596,7/22/2013 0:00,190,6
28951,7/15/2013 0:00,197,6
12217,7/7/2013 0:00,205,6
13345,7/9/2013 0:00,203,6
26687,7/2/2013 0:00,210,6
13737,7/1/2013 0:00,211,6
12094,7/25/2013 0:00,187,6
12180,7/4/2013 0:00,208,6
16422,7/1/2013 0:00,211,6
17112,7/18/2013 0:00,194,6
27517,7/30/2013 0:00,182,6
23730,7/4/2013 0:00,208,6
22788,7/13/2013 0:00,199,6
11905,7/6/2013 0:00,206,6
11765,7/26/2013 0:00,186,6
15927,7/2/2013 0:00,210,6
14241,7/31/2013 0:00,181,6
14610,7/26/2013 0:00,186,6
23956,7/11/2013 0:00,201,6
16986,7/3/2013 0:00,209,6
13654,7/8/2013 0:00,204,6
25894,7/26/2013 0:00,186,6
26707,7/19/2013 0:00,193,6
27414,7/18/2013 0:00,194,6
17816,7/1/2013 0:00,211,6
22685,7/25/2013 0:00,187,6
17232,7/5/2013 0:00,207,6
17710,7/26/2013 0:00,186,6
14699,7/6/2013 0:00,206,6
12260,7/29/2013 0:00,183,6
23790,7/7/2013 0:00,205,6
18921,7/29/2013 0:00,183,6
26060,7/11/2013 0:00,201,6
24955,7/7/2013 0:00,205,6
13594,7/28/2013 0:00,184,6
21669,7/23/2013 0:00,189,6
25001,7/7/2013 0:00,205,6
20610,7/23/2013 0:00,189,6
20395,7/14/2013 0:00,198,6
16711,7/12/2013 0:00,200,6
25416,7/19/2013 0:00,193,6
15114,7/22/2013 0:00,190,6
20089,7/17/2013 0:00,195,6
13840,7/28/2013 0:00,184,6
21686,7/19/2013 0:00,193,6
27474,7/15/2013 0:00,197,6
14470,7/10/2013 0:00,202,6
24188,7/11/2013 0:00,201,6
22087,7/10/2013 0:00,202,6
14215,7/31/2013 0:00,181,6
24643,7/7/2013 0:00,205,6
16442,7/26/2013 0:00,186,6
15297,7/7/2013 0:00,205,6
22871,7/24/2013 0:00,188,6
24016,7/21/2013 0:00,191,6
15924,7/31/2013 0:00,181,6
21397,7/17/2013 0:00,195,6
16677,7/31/2013 0:00,181,6
15234,7/29/2013 0:00,183,6
23561,7/3/2013 0:00,209,6
26478,7/17/2013 0:00,195,6
16943,7/2/2013 0:00,210,6
23435,7/28/2013 0:00,184,6
14152,7/25/2013 0:00,187,6
21460,7/22/2013 0:00,190,6
14968,7/30/2013 0:00,182,6
27637,7/4/2013 0:00,208,6
29160,7/9/2013 0:00,203,6
12177,7/18/2013 0:00,194,6
23687,7/4/2013 0:00,208,6
27514,7/22/2013 0:00,190,6
11344,7/23/2013 0:00,189,6
27809,7/18/2013 0:00,194,6
22731,7/9/2013 0:00,203,6
25974,7/20/2013 0:00,192,6
14656,7/13/2013 0:00,199,6
26558,7/9/2013 0:00,203,6
28722,7/24/2013 0:00,188,6
26040,7/8/2013 0:00,204,6
29080,7/25/2013 0:00,187,6
19688,7/9/2013 0:00,203,6
17696,7/9/2013 0:00,203,6
20501,7/28/2013 0:00,184,6
29349,7/25/2013 0:00,187,6
14636,7/10/2013 0:00,202,6
14590,7/14/2013 0:00,198,6
19608,7/31/2013 0:00,181,6
21082,7/22/2013 0:00,190,6
18211,7/22/2013 0:00,190,6
26618,7/29/2013 0:00,183,6
22711,7/17/2013 0:00,195,6
26057,7/23/2013 0:00,189,6
20484,7/21/2013 0:00,191,6
14965,7/23/2013 0:00,189,6
26226,7/9/2013 0:00,203,6
13591,7/10/2013 0:00,202,6
15011,7/9/2013 0:00,203,6
17567,7/3/2013 0:00,209,6
25313,7/25/2013 0:00,187,6
26976,7/20/2013 0:00,192,6
25745,7/28/2013 0:00,184,6
22247,7/14/2013 0:00,198,6
20249,7/24/2013 0:00,188,6
15858,7/22/2013 0:00,190,6
12220,7/29/2013 0:00,183,6
15692,7/31/2013 0:00,181,6
21692,7/12/2013 0:00,200,6
14510,7/23/2013 0:00,189,6
19777,7/28/2013 0:00,184,6
21998,7/14/2013 0:00,198,6
28662,7/9/2013 0:00,203,6
29203,7/5/2013 0:00,207,6
20790,7/20/2013 0:00,192,6
19714,7/14/2013 0:00,198,6
19173,7/21/2013 0:00,191,6
24766,7/25/2013 0:00,187,6
23292,7/30/2013 0:00,182,6
13405,7/24/2013 0:00,188,6
27391,7/15/2013 0:00,197,6
24394,7/1/2013 0:00,211,6
11759,7/9/2013 0:00,203,6
14464,7/3/2013 0:00,209,6
17902,7/5/2013 0:00,207,6
25931,7/24/2013 0:00,188,6
21540,7/9/2013 0:00,203,6
24978,7/14/2013 0:00,198,6
27311,7/18/2013 0:00,194,6
25147,7/31/2013 0:00,181,6
12452,7/31/2013 0:00,181,6
24563,7/26/2013 0:00,186,6
17733,7/20/2013 0:00,192,6
29200,7/24/2013 0:00,188,6
20541,7/7/2013 0:00,205,6
20481,7/27/2013 0:00,185,6
14616,7/7/2013 0:00,205,6
23919,7/1/2013 0:00,211,6
27451,7/31/2013 0:00,181,6
22353,7/20/2013 0:00,192,6
12927,7/23/2013 0:00,189,6
14447,7/10/2013 0:00,202,6
25685,7/31/2013 0:00,181,6
14278,8/24/2013 0:00,157,5
17195,8/2/2013 0:00,179,5
21463,8/7/2013 0:00,174,5
15675,8/14/2013 0:00,167,5
24165,8/13/2013 0:00,168,5
17487,8/24/2013 0:00,157,5
18669,8/8/2013 0:00,173,5
29323,8/13/2013 0:00,168,5
13740,8/29/2013 0:00,152,5
17962,8/19/2013 0:00,162,5
24626,8/16/2013 0:00,165,5
23352,8/17/2013 0:00,164,5
11699,8/9/2013 0:00,172,5
26269,8/23/2013 0:00,158,5
20604,8/31/2013 0:00,150,5
27159,8/30/2013 0:00,151,5
19528,8/9/2013 0:00,172,5
23458,8/10/2013 0:00,171,5
11822,8/26/2013 0:00,155,5
24225,8/4/2013 0:00,177,5
29094,8/11/2013 0:00,170,5
16196,8/27/2013 0:00,154,5
26083,8/27/2013 0:00,154,5
26515,8/21/2013 0:00,160,5
20650,8/5/2013 0:00,176,5
13680,8/6/2013 0:00,175,5
27789,8/30/2013 0:00,151,5
28911,8/4/2013 0:00,177,5
23933,8/9/2013 0:00,172,5
26332,8/16/2013 0:00,165,5
14218,8/18/2013 0:00,163,5
20647,8/13/2013 0:00,168,5
28496,8/10/2013 0:00,171,5
15386,8/27/2013 0:00,154,5
13528,8/19/2013 0:00,162,5
26624,8/25/2013 0:00,156,5
18712,8/28/2013 0:00,153,5
17607,8/30/2013 0:00,151,5
16674,8/29/2013 0:00,152,5
21706,8/23/2013 0:00,158,5
17152,8/1/2013 0:00,180,5
18672,8/22/2013 0:00,159,5
18257,8/18/2013 0:00,163,5
13757,8/6/2013 0:00,175,5
23149,8/30/2013 0:00,151,5
13803,8/12/2013 0:00,169,5
27039,8/29/2013 0:00,152,5
23581,8/17/2013 0:00,164,5
16900,8/17/2013 0:00,164,5
12761,8/9/2013 0:00,172,5
26097,8/22/2013 0:00,159,5
20836,8/19/2013 0:00,162,5
14862,8/27/2013 0:00,154,5
24208,8/28/2013 0:00,153,5
18194,8/5/2013 0:00,176,5
23996,8/11/2013 0:00,170,5
29097,8/20/2013 0:00,161,5
17836,8/19/2013 0:00,162,5
16508,8/23/2013 0:00,158,5
18918,8/18/2013 0:00,163,5
15280,8/19/2013 0:00,162,5
16754,8/2/2013 0:00,179,5
24062,8/5/2013 0:00,176,5
21337,8/20/2013 0:00,161,5
28513,8/28/2013 0:00,153,5
23999,8/2/2013 0:00,179,5
15609,8/15/2013 0:00,166,5
20000,8/21/2013 0:00,160,5
28891,8/21/2013 0:00,160,5
20693,8/27/2013 0:00,154,5
21191,8/22/2013 0:00,159,5
23830,8/20/2013 0:00,161,5
11785,8/31/2013 0:00,150,5
